question,answer_text,distractor
What was the most probable cause for Lisa 's weakness ?,She had donated blood the night before .,"'she was too rude to take the police', 'her mother was sad about her', 'betty had reached to the police'"
Singles Day got its name because,"the date consists of four "" ones ""","'the last behind', 'he morning the last day', 'there is no singles between the women'"
If you want to use Start Wire first you should    ,register an account without payment,"'the gift of the letter', 'an application of the letter', 'pay description description'"
Which of the following is a fact ?,St. Louis has a higher level of homeownership than Los Angeles .,"'the government of the world cup', 'lee sold the first american artificial centre centre', 'mary'"
The admissions director Mae Brown did what she could to,make up for the mistake,"'ask the boss to visit the party', 'buy some cheap', 'find out the photo'"
Which of the following is TRUE according to the passage ?,Not only the disabled belong to the homeless family .,"'the disabled people in the experiment', 'parents are responsible to join the police', 'it the highest of the black'"
"According to Patrick Gunter and Taggart Bowen - Gaddy ,",the organization was very bad,"'the workers did want to go', 'was soon to be workers', 'began to spot the matches'"
What should we avoid doing in Thailand ?,Touching a kid 's head .,"'helen', 'an cool', 'the cheese'"
Which of the following can NOT the players experience while playing the new game ?,Predicting what will happen in 200 years,"'how to deal with the', 'the world will be held in the world', 'what to help the students in the united states'"
"According to Paragraph 4 , graduates should",get information about a number of careers before making comparisons,"'prepare the most important role in the library', 'help the students to finish their vacation time', 'have students to work courses'"
The passage mainly tells us that wine drinkers,usually buy healthier food than beer drinkers,"'drinking milk makes are cheaper than vegetables', 'have more alcohol juice juice', 'drink are more cheaper than fat juice'"
We should reduce the use of electricity mainly because,harmful things come out while electricity is produced,"'people can use the use of the solar devices', 'the use of cars cars designed are made of factories', 'make sure use of special materials of the plant'"
""" The Internet is clearly one giant step "" implies that",A substitute for paper might someday be a reality .,"'it is the best way to make the current of the world', 'the internet has been made by the police', 'we have taken the date of the future'"
What is the main idea of the passage ?,Blogging can help reduce social stress and anxiety .,"'how to develop our body needs', 'it can help people realize more sleep', 'the influences of emotional sleep'"
What is the advice given in the passage ?,Be careful when opening an attachment .,"'how to deal with the first', 'what is good reader', 'the of the book'"
We can learn from the passage that businesses will,gain advantages by taking early action,"'ensure the use of the concept', 'limit of the articles', 'make up the trip to the'"
"According to the text , a seal baby",is looked after by its mother for 6 weeks,"'is single single single single single single single single single single single single single single single single single single single', 'has single single single single single', 'was by the first single of the first paragraph'"
